hemma,borta,hemmamal,bortamal,publik,domare,datum,sasong
Halmstad,Gefle,3,2,Varn,50',2014-07-26,2014
Mjällby,Göteborg,3,0,1,NA,2014-07-27,2014
Brommapojkarna,Åtvidaberg,2,2,1,NA,2014-07-27,2014
Helsingborg,Örebro,1,1,Varn,42',2014-07-27,2014
Elfsborg,Norrköping,3,0,1,NA,2014-07-27,2014
AIK,Falkenberg,3,0,1,NA,2014-07-28,2014
Häcken,Djurgården,2,1,1,NA,2014-07-28,2014
Norrköping,Häcken,0,0,Varn,48',2014-08-02,2014
Örebro,Halmstad,1,2,1,NA,2014-08-02,2014
Falkenberg,Malmö,2,5,1,NA,2014-08-02,2014
Kalmar,Brommapojkarna,1,1,1,NA,2014-08-03,2014
Elfsborg,Åtvidaberg,1,0,1,NA,2014-08-03,2014
Djurgården,Helsingborg,2,2,1,NA,2014-08-04,2014
Gefle,Mjällby,1,0,Varn,52',2014-08-04,2014
Göteborg,AIK,0,2,0,NA,2014-08-04,2014
Mjällby,Örebro,0,1,Varn,40',2014-08-09,2014
Åtvidaberg,Kalmar,3,1,Varn,36',2014-08-09,2014
Helsingborg,Norrköping,0,0,Varn,69',2014-08-10,2014
Halmstad,Djurgården,2,1,Varn,30',2014-08-10,2014
AIK,Gefle,3,1,Varn,49',2014-08-10,2014
Malmö,Göteborg,2,2,Varn,27',2014-08-10,2014
Brommapojkarna,Falkenberg,2,3,1,NA,2014-08-10,2014
Häcken,Elfsborg,0,2,Varn,27',2014-08-11,2014
Malmö,Örebro,3,2,0,NA,2014-08-13,2014
Brommapojkarna,Gefle,1,2,1,NA,2014-08-13,2014
Åtvidaberg,Göteborg,1,1,Varn,39',2014-08-13,2014
AIK,Djurgården,1,1,Varn,54',2014-08-13,2014
Kalmar,Falkenberg,3,1,0,NA,2014-08-14,2014
Halmstad,Häcken,1,4,0,NA,2014-08-14,2014
Mjällby,Norrköping,3,1,1,NA,2014-08-14,2014
Helsingborg,Elfsborg,4,1,1,NA,2014-08-14,2014
Gefle,Malmö,0,0,Varn,Publik:,2014-08-16,2014
Örebro,AIK,4,2,1,NA,2014-08-17,2014
Falkenberg,Åtvidaberg,3,0,Varn,14',2014-08-17,2014
Elfsborg,Kalmar,2,0,Varn,21',2014-08-17,2014
Göteborg,Brommapojkarna,3,0,1,NA,2014-08-17,2014
Norrköping,Halmstad,1,2,Varn,45',2014-08-18,2014
Djurgården,Mjällby,4,0,Varn,25',2014-08-18,2014
Häcken,Helsingborg,1,1,0,NA,2014-08-18,2014
Mjällby,Helsingborg,1,2,1,NA,2014-08-22,2014
Malmö,Norrköping,3,0,Utv,65',2014-08-23,2014
Falkenberg,Göteborg,1,2,Varn,35',2014-08-24,2014
AIK,Häcken,1,0,1,NA,2014-08-24,2014
Halmstad,Elfsborg,1,1,Varn,44',2014-08-24,2014
Kalmar,Gefle,2,1,1,NA,2014-08-25,2014
Åtvidaberg,Örebro,1,2,0,NA,2014-08-25,2014
Brommapojkarna,Djurgården,0,4,0,NA,2014-08-25,2014
Helsingborg,Halmstad,1,4,0,NA,2014-08-29,2014
Örebro,Brommapojkarna,3,1,1,NA,2014-08-29,2014
Häcken,Mjällby,1,1,0,NA,2014-08-30,2014
Gefle,Åtvidaberg,0,1,Varn,77',2014-08-30,2014
Göteborg,Kalmar,2,0,1,NA,2014-08-31,2014
Norrköping,AIK,2,4,0,NA,2014-08-31,2014
Elfsborg,Falkenberg,1,0,Varn,86',2014-08-31,2014
Djurgården,Malmö,2,0,1,NA,2014-08-31,2014
Häcken,Malmö,3,3,1,NA,2014-09-13,2014
Gefle,Falkenberg,3,1,Varn,32',2014-09-14,2014
Halmstad,Mjällby,1,2,1,NA,2014-09-14,2014
Elfsborg,Göteborg,0,0,Varn,32',2014-09-14,2014
Djurgården,Åtvidaberg,0,1,0,NA,2014-09-14,2014
Örebro,Kalmar,2,0,Varn,50',2014-09-15,2014
Norrköping,Brommapojkarna,3,1,Varn,25',2014-09-15,2014
Helsingborg,AIK,3,1,Varn,38',2014-09-15,2014
Göteborg,Gefle,4,0,1,NA,2014-09-19,2014
Falkenberg,Örebro,1,3,0,NA,2014-09-20,2014
Brommapojkarna,Häcken,1,5,0,NA,2014-09-20,2014
AIK,Halmstad,0,1,0,NA,2014-09-21,2014
Kalmar,Djurgården,0,4,Varn,19',2014-09-21,2014
Mjällby,Elfsborg,1,0,1,NA,2014-09-21,2014
Malmö,Helsingborg,1,1,Varn,68',2014-09-21,2014
Åtvidaberg,Norrköping,2,2,1,NA,2014-09-22,2014
Mjällby,AIK,1,0,1,NA,2014-09-24,2014
Örebro,Göteborg,3,4,0,NA,2014-09-24,2014
Djurgården,Falkenberg,1,0,Varn,82',2014-09-24,2014
Elfsborg,Gefle,1,0,Varn,54',2014-09-24,2014
Halmstad,Malmö,0,1,0,NA,2014-09-24,2014
Helsingborg,Brommapojkarna,3,1,1,NA,2014-09-24,2014
Norrköping,Kalmar,0,0,5 107,Nya Parken,2014-09-25,2014
Häcken,Åtvidaberg,0,2,Varn,29',2014-09-25,2014
Malmö,Mjällby,4,1,Varn,39',2014-09-27,2014
Kalmar,Häcken,2,3,1,NA,2014-09-28,2014
Falkenberg,Norrköping,4,2,1,NA,2014-09-28,2014
Elfsborg,AIK,1,1,Varn,38',2014-09-28,2014
Gefle,Örebro,1,2,Varn,14',2014-09-29,2014
Brommapojkarna,Halmstad,0,3,0,NA,2014-09-29,2014
Åtvidaberg,Helsingborg,1,2,0,NA,2014-09-29,2014
Göteborg,Djurgården,2,1,Varn,7',2014-09-29,2014
Helsingborg,Kalmar,4,1,1,NA,2014-10-03,2014
Djurgården,Gefle,1,2,0,NA,2014-10-04,2014
Mjällby,Brommapojkarna,0,1,0,NA,2014-10-04,2014
Norrköping,Göteborg,3,0,1,NA,2014-10-05,2014
Örebro,Elfsborg,5,1,1,NA,2014-10-05,2014
Halmstad,Åtvidaberg,1,3,1,NA,2014-10-05,2014
AIK,Malmö,2,3,Varn,21',2014-10-05,2014
Häcken,Falkenberg,1,2,0,NA,2014-10-05,2014
Malmö,Elfsborg,1,2,1,NA,2014-10-18,2014
Åtvidaberg,Mjällby,2,1,1,NA,2014-10-18,2014
Kalmar,Halmstad,1,3,0,NA,2014-10-18,2014
Göteborg,Häcken,3,2,Varn,22',2014-10-19,2014
Gefle,Norrköping,1,2,0,NA,2014-10-19,2014
Brommapojkarna,AIK,0,4,Varn,29',2014-10-19,2014
Djurgården,Örebro,0,3,Varn,19',2014-10-20,2014
Falkenberg,Helsingborg,2,0,1,NA,2014-10-20,2014
Häcken,Gefle,3,1,1,NA,2014-10-25,2014
AIK,Åtvidaberg,4,1,1,NA,2014-10-26,2014
Norrköping,Örebro,2,0,1,NA,2014-10-26,2014
Halmstad,Falkenberg,4,0,1,NA,2014-10-26,2014
Elfsborg,Djurgården,0,1,Varn,37',2014-10-26,2014
Mjällby,Kalmar,0,2,0,NA,2014-10-27,2014
Malmö,Brommapojkarna,2,0,1,NA,2014-10-27,2014
Helsingborg,Göteborg,0,3,0,NA,2014-10-27,2014
Djurgården,Norrköping,1,1,0,NA,2014-11-01,2014
Örebro,Häcken,5,2,0,NA,2014-11-01,2014
Gefle,Helsingborg,2,1,0,NA,2014-11-01,2014
Göteborg,Halmstad,5,1,1,NA,2014-11-01,2014
Falkenberg,Mjällby,1,1,Varn,33',2014-11-01,2014
Kalmar,AIK,1,1,0,NA,2014-11-01,2014
Brommapojkarna,Elfsborg,0,1,0,NA,2014-11-01,2014
Åtvidaberg,Malmö,2,1,0,NA,2014-11-01,2014
Hammarby,Häcken,2,0,Varn,13',2015-04-04,2015
Kalmar,Helsingborg,0,0,Varn,70',2015-04-04,2015
Falkenberg,Gefle,0,2,0,NA,2015-04-05,2015
Göteborg,Åtvidaberg,1,0,Varn,33',2015-04-05,2015
Norrköping,Örebro,1,1,1,NA,2015-04-05,2015
Djurgården,Elfsborg,1,2,0,NA,2015-04-05,2015
AIK,Halmstad,2,1,Varn,59',2015-04-06,2015
Sundsvall,Malmö,1,4,0,NA,2015-04-06,2015
Örebro,Göteborg,0,2,0,NA,2015-04-08,2015
Gefle,Kalmar,2,0,1,NA,2015-04-08,2015
Helsingborg,Falkenberg,0,0,Varn,86',2015-04-08,2015
Elfsborg,Hammarby,1,1,Varn,20',2015-04-08,2015
Åtvidaberg,Sundsvall,2,3,0,NA,2015-04-09,2015
Häcken,Djurgården,1,1,Varn,58',2015-04-09,2015
Halmstad,Norrköping,0,3,0,NA,2015-04-09,2015
Malmö,AIK,0,0,Varn,68',2015-04-09,2015
Falkenberg,Örebro,2,0,1,NA,2015-04-12,2015
Halmstad,Helsingborg,1,2,Varn,21',2015-04-12,2015
AIK,Gefle,3,1,1,NA,2015-04-12,2015
Göteborg,Malmö,0,1,Varn,36',2015-04-12,2015
Kalmar,Åtvidaberg,2,1,0,NA,2015-04-13,2015
Norrköping,Elfsborg,0,4,Varn,18',2015-04-13,2015
Sundsvall,Häcken,1,1,0,NA,2015-04-13,2015
Hammarby,Djurgården,2,1,0,NA,2015-04-13,2015
Djurgården,Kalmar,1,0,1,NA,2015-04-17,2015
Gefle,Halmstad,0,0,Varn,Publik:,2015-04-18,2015
Åtvidaberg,Falkenberg,3,1,1,NA,2015-04-19,2015
Häcken,Göteborg,1,2,0,NA,2015-04-19,2015
Örebro,Sundsvall,1,3,0,NA,2015-04-20,2015
Helsingborg,Norrköping,3,1,Varn,33',2015-04-20,2015
Malmö,Hammarby,3,1,1,NA,2015-04-20,2015
Elfsborg,AIK,3,2,0,NA,2015-04-21,2015
Falkenberg,Malmö,3,3,1,NA,2015-04-24,2015
Hammarby,Åtvidaberg,2,1,1,NA,2015-04-25,2015
Halmstad,Elfsborg,1,0,1,NA,2015-04-26,2015
Sundsvall,Djurgården,0,2,Varn,51',2015-04-26,2015
Kalmar,Häcken,0,1,Varn,32',2015-04-26,2015
AIK,Örebro,3,0,Varn,30',2015-04-26,2015
Norrköping,Gefle,4,1,1,NA,2015-04-27,2015
Göteborg,Helsingborg,3,1,1,NA,2015-04-27,2015
Djurgården,Falkenberg,3,1,Varn,67',2015-04-29,2015
Malmö,Halmstad,3,1,1,NA,2015-04-29,2015
Elfsborg,Kalmar,2,1,1,NA,2015-04-29,2015
Åtvidaberg,AIK,1,1,0,NA,2015-04-29,2015
Häcken,Norrköping,0,2,Varn,34',2015-04-30,2015
Gefle,Göteborg,0,0,4 066,Strömvallen,2015-04-30,2015
Helsingborg,Sundsvall,2,0,1,NA,2015-04-30,2015
Örebro,Hammarby,2,2,Varn,15',2015-04-30,2015
Norrköping,Åtvidaberg,2,1,Varn,49',2015-05-03,2015
Sundsvall,Elfsborg,0,1,Varn,78',2015-05-03,2015
Djurgården,Gefle,5,1,1,NA,2015-05-03,2015
Malmö,Helsingborg,3,1,Varn,34',2015-05-03,2015
Kalmar,Örebro,3,0,Varn,25',2015-05-04,2015
Göteborg,Falkenberg,2,1,1,NA,2015-05-04,2015
Halmstad,Häcken,0,2,Varn,41',2015-05-04,2015
AIK,Hammarby,2,0,Varn,56',2015-05-04,2015
Kalmar,Göteborg,0,2,0,NA,2015-05-08,2015
Helsingborg,Gefle,1,2,0,NA,2015-05-09,2015
Falkenberg,Halmstad,1,0,Varn,40',2015-05-10,2015
AIK,Norrköping,2,2,0,NA,2015-05-10,2015
Häcken,Örebro,2,0,1,NA,2015-05-10,2015
Åtvidaberg,Djurgården,2,3,0,NA,2015-05-11,2015
Hammarby,Sundsvall,1,2,1,NA,2015-05-11,2015
Elfsborg,Malmö,2,2,0,NA,2015-05-11,2015
Halmstad,Djurgården,2,3,Varn,14',2015-05-18,2015
Falkenberg,Kalmar,1,3,Varn,32',2015-05-19,2015
Elfsborg,Helsingborg,2,1,Varn,44',2015-05-20,2015
Norrköping,Hammarby,1,0,Varn,45',2015-05-20,2015
Örebro,Åtvidaberg,2,1,1,NA,2015-05-20,2015
Gefle,Sundsvall,3,1,1,NA,2015-05-20,2015
Malmö,Häcken,0,3,Varn,31',2015-05-21,2015
Göteborg,AIK,3,0,Varn,34',2015-05-21,2015
Örebro,Gefle,1,0,Varn,39',2015-05-24,2015
Halmstad,Göteborg,1,2,0,NA,2015-05-24,2015
Åtvidaberg,Elfsborg,1,2,Varn,27',2015-05-24,2015
Kalmar,Malmö,2,1,0,NA,2015-05-24,2015
Sundsvall,Norrköping,0,1,0,NA,2015-05-25,2015
Helsingborg,Hammarby,1,0,Varn,65',2015-05-25,2015
Häcken,Falkenberg,0,2,0,NA,2015-05-25,2015
Djurgården,AIK,2,2,0,NA,2015-05-25,2015
Gefle,Häcken,2,0,Varn,67',2015-05-29,2015
Hammarby,Halmstad,2,2,1,NA,2015-05-30,2015
Falkenberg,Sundsvall,1,1,Varn,57',2015-05-30,2015
Norrköping,Kalmar,2,1,1,NA,2015-05-30,2015
AIK,Helsingborg,3,1,Varn,37',2015-05-31,2015
Malmö,Åtvidaberg,3,0,1,NA,2015-05-31,2015
Elfsborg,Örebro,2,2,0,NA,2015-05-31,2015
Göteborg,Djurgården,0,0,Varn,56',2015-06-01,2015
Örebro,Helsingborg,0,0,Varn,Publik:,2015-06-03,2015
Åtvidaberg,Häcken,1,1,1,NA,2015-06-03,2015
AIK,Falkenberg,4,3,1,NA,2015-06-03,2015
Halmstad,Sundsvall,1,0,1,NA,2015-06-03,2015
Gefle,Malmö,1,2,0,NA,2015-06-03,2015
Djurgården,Norrköping,1,1,Varn,36',2015-06-04,2015
Kalmar,Hammarby,2,2,Varn,29',2015-06-04,2015
Göteborg,Elfsborg,1,0,Varn,45',2015-06-04,2015
Örebro,Halmstad,1,1,Varn,47',2015-06-06,2015
Helsingborg,Åtvidaberg,3,0,1,NA,2015-06-06,2015
Häcken,AIK,0,0,Varn,30',2015-06-06,2015
Sundsvall,Kalmar,1,1,Varn,61',2015-06-07,2015
Hammarby,Göteborg,0,1,Varn,23',2015-06-07,2015
Malmö,Djurgården,1,1,Varn,27',2015-06-07,2015
Elfsborg,Gefle,5,1,1,NA,2015-06-07,2015
Norrköping,Falkenberg,2,0,1,NA,2015-06-07,2015
Åtvidaberg,Halmstad,0,0,Varn,Publik:,2015-07-04,2015
Djurgården,Örebro,2,0,1,NA,2015-07-04,2015
Norrköping,Malmö,3,1,0,NA,2015-07-04,2015
Falkenberg,Elfsborg,2,2,Varn,36',2015-07-05,2015
Häcken,Helsingborg,3,2,Varn,21',2015-07-05,2015
Kalmar,AIK,0,0,Varn,9',2015-07-05,2015
Sundsvall,Göteborg,2,2,0,NA,2015-07-05,2015
Gefle,Hammarby,1,1,1,NA,2015-07-06,2015
Åtvidaberg,Gefle,1,1,1,NA,2015-07-11,2015
Halmstad,Kalmar,1,0,Varn,45',2015-07-11,2015
Malmö,Örebro,2,2,1,NA,2015-07-11,2015
Elfsborg,Häcken,1,0,1,NA,2015-07-12,2015
AIK,Sundsvall,4,1,0,NA,2015-07-12,2015
Göteborg,Norrköping,0,0,Varn,57',2015-07-12,2015
Hammarby,Falkenberg,3,0,1,NA,2015-07-13,2015
Helsingborg,Djurgården,0,1,Varn,57',2015-07-13,2015
Sundsvall,Halmstad,0,0,3 787,Norrporten Arena,2015-07-18,2015
Örebro,Malmö,1,1,1,NA,2015-07-18,2015
Kalmar,Falkenberg,4,0,1,NA,2015-07-18,2015
Norrköping,Göteborg,2,2,0,NA,2015-07-19,2015
Helsingborg,AIK,3,1,Varn,21',2015-07-19,2015
Djurgården,Åtvidaberg,0,0,Varn,Publik:,2015-07-20,2015
Häcken,Hammarby,3,3,1,NA,2015-07-20,2015
Åtvidaberg,Helsingborg,1,2,0,NA,2015-07-25,2015
Häcken,Kalmar,3,0,Varn,49',2015-07-25,2015
Malmö,Sundsvall,3,0,1,NA,2015-07-25,2015
Falkenberg,Göteborg,1,0,Varn,6',2015-07-26,2015
AIK,Elfsborg,4,2,1,NA,2015-07-26,2015
Hammarby,Norrköping,0,1,Varn,37',2015-07-27,2015
Halmstad,Gefle,0,1,0,NA,2015-07-27,2015
Örebro,Djurgården,0,1,Varn,44',2015-07-27,2015
Helsingborg,Kalmar,1,2,1,NA,2015-07-31,2015
Djurgården,Häcken,2,1,1,NA,2015-08-01,2015
Gefle,Falkenberg,1,0,1,NA,2015-08-01,2015
Åtvidaberg,Malmö,2,2,1,NA,2015-08-01,2015
Norrköping,AIK,1,2,0,NA,2015-08-02,2015
Elfsborg,Halmstad,2,0,1,NA,2015-08-02,2015
Göteborg,Örebro,6,0,1,NA,2015-08-02,2015
Sundsvall,Hammarby,3,0,Varn,49',2015-08-03,2015
Falkenberg,Helsingborg,2,3,1,NA,2015-08-08,2015
Häcken,Gefle,1,1,0,NA,2015-08-08,2015
Örebro,Norrköping,1,3,0,NA,2015-08-09,2015
Malmö,Göteborg,2,1,Varn,14',2015-08-09,2015
Halmstad,Åtvidaberg,0,0,Varn,75',2015-08-09,2015
Hammarby,Elfsborg,0,0,Varn,31',2015-08-09,2015
Kalmar,Sundsvall,0,2,0,NA,2015-08-10,2015
AIK,Djurgården,1,0,Utv,63',2015-08-10,2015
Gefle,Elfsborg,2,3,1,NA,2015-08-12,2015
Sundsvall,Örebro,1,0,Utv,62',2015-08-15,2015
Malmö,Gefle,2,0,1,NA,2015-08-15,2015
AIK,Kalmar,2,1,1,NA,2015-08-16,2015
Göteborg,Häcken,4,0,Utv,37',2015-08-16,2015
Elfsborg,Djurgården,2,0,1,NA,2015-08-16,2015
Falkenberg,Hammarby,0,1,Varn,88',2015-08-17,2015
Helsingborg,Halmstad,2,0,Varn,55',2015-08-17,2015
Åtvidaberg,Norrköping,1,1,1,NA,2015-08-17,2015
Häcken,Malmö,1,0,Varn,62',2015-08-22,2015
Åtvidaberg,Göteborg,0,1,Varn,64',2015-08-23,2015
Gefle,AIK,1,2,0,NA,2015-08-23,2015
Halmstad,Örebro,2,2,Varn,14',2015-08-23,2015
Kalmar,Elfsborg,0,3,Varn,53',2015-08-23,2015
Norrköping,Helsingborg,3,2,1,NA,2015-08-24,2015
Sundsvall,Falkenberg,0,1,Varn,67',2015-08-24,2015
Djurgården,Hammarby,2,2,0,NA,2015-08-24,2015
Hammarby,Kalmar,0,0,Varn,89',2015-08-28,2015
Örebro,Häcken,2,0,1,NA,2015-08-29,2015
Falkenberg,Norrköping,0,1,0,NA,2015-08-29,2015
Djurgården,Halmstad,4,2,1,NA,2015-08-29,2015
AIK,Åtvidaberg,1,0,Varn,32',2015-08-30,2015
Göteborg,Gefle,3,0,1,NA,2015-08-30,2015
Elfsborg,Sundsvall,1,2,Varn,22',2015-08-30,2015
Helsingborg,Malmö,0,3,Varn,28',2015-08-30,2015
Kalmar,Norrköping,1,2,0,NA,2015-09-11,2015
Falkenberg,AIK,2,4,Varn,45',2015-09-12,2015
Malmö,Elfsborg,1,1,Varn,22',2015-09-12,2015
Hammarby,Örebro,1,2,1,NA,2015-09-13,2015
Helsingborg,Göteborg,1,2,1,NA,2015-09-13,2015
Häcken,Halmstad,4,1,0,NA,2015-09-14,2015
Sundsvall,Åtvidaberg,0,1,Varn,54',2015-09-14,2015
Gefle,Djurgården,2,1,1,NA,2015-09-14,2015
Halmstad,Falkenberg,0,1,0,NA,2015-09-18,2015
AIK,Häcken,2,1,1,NA,2015-09-19,2015
Åtvidaberg,Kalmar,1,1,0,NA,2015-09-20,2015
Gefle,Helsingborg,2,1,1,NA,2015-09-20,2015
Djurgården,Malmö,0,2,Varn,34',2015-09-20,2015
Norrköping,Sundsvall,5,1,1,NA,2015-09-20,2015
Göteborg,Hammarby,1,0,1,NA,2015-09-20,2015
Örebro,Elfsborg,4,2,1,NA,2015-09-21,2015
Kalmar,Halmstad,1,0,1,NA,2015-09-23,2015
Malmö,Falkenberg,4,3,1,NA,2015-09-23,2015
Norrköping,Djurgården,4,2,1,NA,2015-09-23,2015
Hammarby,Gefle,3,0,1,NA,2015-09-23,2015
Sundsvall,AIK,0,2,0,NA,2015-09-23,2015
Helsingborg,Örebro,0,2,Varn,40',2015-09-24,2015
Häcken,Åtvidaberg,3,0,Utv,36',2015-09-24,2015
Elfsborg,Göteborg,1,1,Varn,30',2015-09-24,2015
Halmstad,Malmö,0,0,Varn,58',2015-09-26,2015
Falkenberg,Häcken,1,2,0,NA,2015-09-27,2015
Hammarby,AIK,1,0,Varn,45',2015-09-27,2015
Gefle,Norrköping,1,2,0,NA,2015-09-27,2015
Örebro,Kalmar,2,1,1,NA,2015-09-28,2015
Djurgården,Helsingborg,2,2,1,NA,2015-09-28,2015
Elfsborg,Åtvidaberg,3,1,0,NA,2015-09-28,2015
Göteborg,Sundsvall,3,2,1,NA,2015-09-28,2015
Åtvidaberg,Hammarby,0,3,Varn,36',2015-10-02,2015
Örebro,Falkenberg,2,1,0,NA,2015-10-03,2015
Sundsvall,Gefle,2,1,1,NA,2015-10-03,2015
Kalmar,Djurgården,0,3,Varn,31',2015-10-04,2015
Helsingborg,Elfsborg,2,1,Varn,44',2015-10-04,2015
Göteborg,Halmstad,1,1,0,NA,2015-10-04,2015
Norrköping,Häcken,3,1,Varn,45',2015-10-04,2015
AIK,Malmö,2,1,1,NA,2015-10-04,2015
Malmö,Kalmar,3,0,Varn,37',2015-10-17,2015
Halmstad,AIK,0,1,Varn,75',2015-10-18,2015
Falkenberg,Åtvidaberg,6,0,Varn,9',2015-10-18,2015
Hammarby,Helsingborg,1,4,0,NA,2015-10-18,2015
Gefle,Örebro,2,2,0,NA,2015-10-19,2015
Häcken,Sundsvall,3,1,1,NA,2015-10-19,2015
Djurgården,Göteborg,2,2,1,NA,2015-10-19,2015
Elfsborg,Norrköping,3,2,0,NA,2015-10-19,2015
Falkenberg,Djurgården,0,2,Varn,65',2015-10-24,2015
Sundsvall,Helsingborg,2,1,1,NA,2015-10-25,2015
Hammarby,Malmö,0,1,0,NA,2015-10-25,2015
Norrköping,Halmstad,3,1,1,NA,2015-10-25,2015
Häcken,Elfsborg,5,2,1,NA,2015-10-25,2015
Åtvidaberg,Örebro,2,3,0,NA,2015-10-26,2015
Kalmar,Gefle,3,1,1,NA,2015-10-26,2015
AIK,Göteborg,1,2,1,NA,2015-10-26,2015
Örebro,AIK,1,1,Varn,40',2015-10-31,2015
Djurgården,Sundsvall,4,2,1,NA,2015-10-31,2015
Gefle,Åtvidaberg,2,1,0,NA,2015-10-31,2015
Malmö,Norrköping,0,2,Utv,20',2015-10-31,2015
Elfsborg,Falkenberg,4,2,0,NA,2015-10-31,2015
Helsingborg,Häcken,1,2,1,NA,2015-10-31,2015
Göteborg,Kalmar,2,2,0,NA,2015-10-31,2015
Halmstad,Hammarby,2,1,Varn,45',2015-10-31,2015
Malmö,Norrköping,3,1,0,NA,2016-04-02,2016
Kalmar,Jönköping,0,1,0,NA,2016-04-02,2016
Gefle,Helsingborg,1,1,Varn,9',2016-04-03,2016
AIK,Sundsvall,1,1,Varn,42',2016-04-03,2016
Häcken,Elfsborg,2,1,1,NA,2016-04-03,2016
Örebro,Djurgården,0,2,0,NA,2016-04-03,2016
Falkenberg,Göteborg,0,2,Varn,38',2016-04-03,2016
Hammarby,Östersund,1,1,Varn,14',2016-04-04,2016
Göteborg,Häcken,1,0,1,NA,2016-04-06,2016
Norrköping,Kalmar,4,1,1,NA,2016-04-06,2016
Jönköping,Malmö,3,2,Varn,4',2016-04-06,2016
Djurgården,Falkenberg,5,0,1,NA,2016-04-07,2016
Elfsborg,Hammarby,4,1,1,NA,2016-04-07,2016
Helsingborg,Örebro,1,3,1,NA,2016-04-07,2016
Sundsvall,Gefle,1,2,1,NA,2016-04-07,2016
Östersund,AIK,0,2,Varn,36',2016-04-07,2016
Häcken,Norrköping,1,2,1,NA,2016-04-09,2016
Gefle,Djurgården,1,2,Varn,37',2016-04-10,2016
Hammarby,Helsingborg,5,1,0,NA,2016-04-10,2016
Falkenberg,Östersund,1,2,0,NA,2016-04-10,2016
Kalmar,Elfsborg,3,2,1,NA,2016-04-10,2016
Örebro,Jönköping,2,1,Varn,11',2016-04-11,2016
AIK,Göteborg,3,3,1,NA,2016-04-11,2016
Malmö,Sundsvall,1,2,0,NA,2016-04-11,2016
Östersund,Häcken,2,1,1,NA,2016-04-15,2016
Helsingborg,Falkenberg,3,1,0,NA,2016-04-16,2016
Norrköping,AIK,4,1,Varn,23',2016-04-17,2016
Jönköping,Gefle,1,0,Varn,79',2016-04-17,2016
Göteborg,Kalmar,1,1,0,NA,2016-04-17,2016
Elfsborg,Malmö,0,1,Varn,65',2016-04-18,2016
Sundsvall,Örebro,3,1,1,NA,2016-04-18,2016
Djurgården,Hammarby,1,3,0,NA,2016-04-19,2016
Falkenberg,Norrköping,2,1,1,NA,2016-04-22,2016
Gefle,Östersund,0,0,Varn,44',2016-04-23,2016
Hammarby,Jönköping,1,1,Varn,26',2016-04-23,2016
Malmö,Djurgården,1,0,Varn,62',2016-04-24,2016
Häcken,Sundsvall,0,1,0,NA,2016-04-24,2016
Örebro,Göteborg,3,2,1,NA,2016-04-24,2016
AIK,Elfsborg,2,1,1,NA,2016-04-25,2016
Kalmar,Helsingborg,2,3,1,NA,2016-04-25,2016
Norrköping,Hammarby,3,1,1,NA,2016-04-26,2016
Göteborg,Malmö,0,3,Varn,20',2016-04-27,2016
Jönköping,Falkenberg,1,1,Varn,17',2016-04-27,2016
Östersund,Örebro,2,4,1,NA,2016-04-27,2016
Elfsborg,Djurgården,3,0,Varn,18',2016-04-28,2016
Helsingborg,AIK,2,1,1,NA,2016-04-28,2016
Häcken,Gefle,6,1,0,NA,2016-04-28,2016
Sundsvall,Kalmar,1,1,1,NA,2016-04-28,2016
Falkenberg,Elfsborg,1,2,Varn,32',2016-05-01,2016
Malmö,Häcken,3,0,1,NA,2016-05-01,2016
Hammarby,Sundsvall,1,1,Varn,37',2016-05-01,2016
Djurgården,Östersund,3,0,1,NA,2016-05-02,2016
Gefle,Göteborg,2,6,0,NA,2016-05-02,2016
AIK,Jönköping,0,0,Varn,47',2016-05-02,2016
Kalmar,Örebro,3,2,0,NA,2016-05-02,2016
Norrköping,Helsingborg,3,0,1,NA,2016-05-02,2016
Elfsborg,Gefle,2,0,1,NA,2016-05-07,2016
Östersund,Kalmar,1,0,1,NA,2016-05-07,2016
Helsingborg,Malmö,2,1,1,NA,2016-05-08,2016
Jönköping,Norrköping,0,2,0,NA,2016-05-08,2016
Häcken,AIK,2,3,0,NA,2016-05-08,2016
Örebro,Hammarby,3,2,0,NA,2016-05-09,2016
Göteborg,Djurgården,2,1,Varn,53',2016-05-09,2016
Sundsvall,Falkenberg,2,1,1,NA,2016-05-09,2016
Jönköping,Helsingborg,1,1,Varn,34',2016-05-13,2016
Kalmar,Hammarby,1,1,Varn,40',2016-05-14,2016
Malmö,Gefle,3,0,1,NA,2016-05-14,2016
Örebro,Elfsborg,1,0,Varn,48',2016-05-15,2016
Norrköping,Sundsvall,3,1,1,NA,2016-05-15,2016
Falkenberg,Häcken,1,4,0,NA,2016-05-15,2016
Östersund,Göteborg,2,0,Varn,59',2016-05-15,2016
AIK,Djurgården,2,0,1,NA,2016-05-16,2016
Helsingborg,Östersund,1,1,0,NA,2016-05-18,2016
Häcken,Jönköping,3,1,1,NA,2016-05-18,2016
Sundsvall,Elfsborg,1,3,Varn,31',2016-05-18,2016
Hammarby,Malmö,2,3,1,NA,2016-05-18,2016
Djurgården,Kalmar,0,3,0,NA,2016-05-19,2016
Gefle,Örebro,0,4,0,NA,2016-05-19,2016
Göteborg,Norrköping,1,1,Varn,39',2016-05-19,2016
Falkenberg,AIK,2,3,Varn,17',2016-05-20,2016
Sundsvall,Östersund,5,0,1,NA,2016-05-21,2016
Örebro,Norrköping,2,2,1,NA,2016-05-22,2016
Kalmar,Häcken,1,1,Varn,61',2016-05-22,2016
